"id","model_slug","model_url","observed_at","effective_from","category","kind","materiality","confidence","title","summary","before","after","editorial_note","source_label","source_reference","reviewed_at"
"2026-07-31-denza-d9-offer-status-corrected","denza-d9","https://nowoczesneauta.pl/modele/denza-d9/","2026-07-31","","correction","corrected","high","confirmed","Denza D9 pozostaje zapowiedzią mimo opublikowanej ceny","Denza Polska publikuje cenę bazową 394 700 zł brutto, ale strona modelu nadal zapowiada konfigurator. Brak aktywnej konfiguracji i tabeli wariantów nie potwierdza otwarcia sprzedaży.","Bieżąca oficjalna oferta w Polsce · aktywna personalizacja","Oficjalna zapowiedź dla Polski · cena przed premierą 394 700 zł brutto","Korygujemy wcześniejszy wpis bez usuwania historii. Oficjalna cena pozostaje publikowana, lecz nie jest dowodem zamawialności modelu.","Weryfikacja polskiej strony modelu, ceny i konfiguratora Denza D9","niszowe/denza/d9/ZRODLA.md","2026-07-31"
"2026-07-31-denza-d9-official-polish-offer","denza-d9","https://nowoczesneauta.pl/modele/denza-d9/","2026-07-31","","price","added","high","confirmed","Denza D9 weszła do oficjalnej polskiej oferty z ceną bazową","Polski konfigurator Denza D9 jest aktywny i publikuje cenę bazową 394 700 zł brutto. Model przestał być oznaczany wyłącznie jako zapowiedź bez cennika.","Zapowiedź dla Polski bez opublikowanej ceny","Oficjalna oferta w Polsce · cena bazowa 394 700 zł brutto","Cena bazowa nie zastępuje pełnej tabeli wersji i dopłat; na stronie pozostawiamy jawne braki konfiguracji.","Rejestr polskiej oferty i konfiguratora Denza D9","rynek-2026/denza-d9/dane.md","2026-07-31"
"2026-07-31-byd-e-vali-coverage-added","byd-e-vali","https://nowoczesneauta.pl/modele/byd-e-vali/","2026-07-31","","availability","added","high","confirmed","Dodano BYD E-Vali do audytu polskiego rynku","Armatus oferuje BYD E-Vali w Polsce w dwóch długościach i klasach DMC oraz publikuje kontakt do sprzedaży i serwisu. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: BYD E-Vali","rynek-2026/byd-e-vali/dane.md","2026-07-31"
"2026-07-31-byd-eth8-coverage-added","byd-eth8","https://nowoczesneauta.pl/modele/byd-eth8/","2026-07-31","","availability","added","high","confirmed","Dodano BYD ETH8 do audytu polskiego rynku","Armatus prezentuje ETH8 jako oficjalnie dostępne w Polsce ciężarowe podwozie BYD i prowadzi sprzedaż oraz serwis. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: BYD ETH8","rynek-2026/byd-eth8/dane.md","2026-07-31"
"2026-07-31-byd-etm6-coverage-added","byd-etm6","https://nowoczesneauta.pl/modele/byd-etm6/","2026-07-31","","availability","added","high","confirmed","Dodano BYD ETM6 do audytu polskiego rynku","Armatus publikuje aktywną polską kartę podwozia BYD ETM6 z dwoma rozstawami osi oraz kontaktem sprzedażowym. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: BYD ETM6","rynek-2026/byd-etm6/dane.md","2026-07-31"
"2026-07-31-byd-etp3-coverage-added","byd-etp3","https://nowoczesneauta.pl/modele/byd-etp3/","2026-07-31","","availability","added","high","confirmed","Dodano BYD ETP3 eVan do audytu polskiego rynku","Autoryzowany dystrybutor BYD Trucks Armatus publikuje polską kartę ETP3, dane techniczne, kontakty sprzedażowe i serwisowe. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: BYD ETP3 eVan","rynek-2026/byd-etp3/dane.md","2026-07-31"
"2026-07-31-farizon-supervan-coverage-added","farizon-supervan","https://nowoczesneauta.pl/modele/farizon-supervan/","2026-07-31","","availability","added","high","confirmed","Dodano Farizon SV / SuperVan do audytu polskiego rynku","Farizon Polska publikuje oficjalny cennik dziesięciu konfiguracji SV oraz przyjmuje zapytania i zapisy na jazdę próbną. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Farizon SV / SuperVan","rynek-2026/farizon-supervan/dane.md","2026-07-31"
"2026-07-31-farizon-v6e-coverage-added","farizon-v6e","https://nowoczesneauta.pl/modele/farizon-v6e/","2026-07-31","","availability","added","high","confirmed","Dodano Farizon V6E do audytu polskiego rynku","Farizon Polska publikuje aktywną kartę modelu, formularz ofertowy i oficjalny cennik V6E z ceną końcową brutto. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Farizon V6E","rynek-2026/farizon-v6e/dane.md","2026-07-31"
"2026-07-31-foton-aumark-s-coverage-added","foton-aumark-s","https://nowoczesneauta.pl/modele/foton-aumark-s/","2026-07-31","","availability","added","high","confirmed","Dodano Foton Aumark S do audytu polskiego rynku","Aumark S jest aktywną rodziną ciężarową oficjalnego importera Foton Polska i ma formularz zapytania, bez publicznej ceny. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Foton Aumark S","rynek-2026/foton-aumark-s/dane.md","2026-07-31"
"2026-07-31-foton-cavan-coverage-added","foton-cavan","https://nowoczesneauta.pl/modele/foton-cavan/","2026-07-31","","availability","added","high","confirmed","Dodano Foton Cavan do audytu polskiego rynku","Foton Polska przedstawia Cavan C1, C1 Plus i C1 Max na jednej aktywnej karcie rodziny i przyjmuje zapytania bez jawnej ceny. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Foton Cavan","rynek-2026/foton-cavan/dane.md","2026-07-31"
"2026-07-31-foton-eaumark-coverage-added","foton-eaumark","https://nowoczesneauta.pl/modele/foton-eaumark/","2026-07-31","","availability","added","high","confirmed","Dodano Foton eAumark do audytu polskiego rynku","eAumark ma oficjalną polską kartę rodziny Electric/PHEV i formularz zapytania; wersja wodorowa nie jest polską ofertą handlową. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Foton eAumark","rynek-2026/foton-eaumark/dane.md","2026-07-31"
"2026-07-31-foton-emiler-coverage-added","foton-emiler","https://nowoczesneauta.pl/modele/foton-emiler/","2026-07-31","","availability","added","high","confirmed","Dodano Foton eMiler do audytu polskiego rynku","eMiler znajduje się w aktywnej oficjalnej polskiej ofercie ciężarowej Foton i ma formularz zapytania, bez cennika. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Foton eMiler","rynek-2026/foton-emiler/dane.md","2026-07-31"
"2026-07-31-foton-etoano-pro-coverage-added","foton-etoano-pro","https://nowoczesneauta.pl/modele/foton-etoano-pro/","2026-07-31","","availability","added","high","confirmed","Dodano Foton eToano Pro do audytu polskiego rynku","Foton Polska umieszcza eToano Pro w oficjalnej ofercie vanów i przyjmuje zapytania, lecz nie publikuje ceny ani tabeli homologacji PL. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Foton eToano Pro","rynek-2026/foton-etoano-pro/dane.md","2026-07-31"
"2026-07-31-foton-tunland-g7-coverage-added","foton-tunland-g7","https://nowoczesneauta.pl/modele/foton-tunland-g7/","2026-07-31","","availability","added","high","confirmed","Dodano Foton Tunland G7 do audytu polskiego rynku","Oficjalny importer Foton Polska prezentuje Tunlanda G7 w aktywnej gamie i przyjmuje zapytania, ale nie publikuje ceny. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Foton Tunland G7","rynek-2026/foton-tunland-g7/dane.md","2026-07-31"
"2026-07-31-foton-tunland-v9-coverage-added","foton-tunland-v9","https://nowoczesneauta.pl/modele/foton-tunland-v9/","2026-07-31","","availability","added","high","confirmed","Dodano Foton Tunland V9 do audytu polskiego rynku","Tunland V9 ma aktywną kartę w oficjalnej polskiej gamie Foton i formularz zapytania, bez publicznego cennika. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Foton Tunland V9","rynek-2026/foton-tunland-v9/dane.md","2026-07-31"
"2026-07-31-geely-e2-coverage-added","geely-e2","https://nowoczesneauta.pl/modele/geely-e2/","2026-07-31","","availability","added","high","confirmed","Dodano Geely E2 (EX2) do audytu polskiego rynku","Geely Polska wymienia E2 jako nadchodzący kolejny model, ale nie publikuje jeszcze polskiego cennika, konfiguracji ani miesiąca premiery. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Zapowiedź dla Polski","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Geely E2 (EX2)","rynek-2026/geely-e2/dane.md","2026-07-31"
"2026-07-31-hongqi-hs5-218-km-coverage-added","hongqi-hs5-218-km","https://nowoczesneauta.pl/modele/hongqi-hs5-218-km/","2026-07-31","","availability","added","high","confirmed","Dodano Hongqi HS5 218 KM (poprzednia generacja) do audytu polskiego rynku","Hongqi Polska nadal publikuje osobną aktywną kartę, cennik 159 900 zł, formularz jazdy próbnej i ofertę dla HS5 218 KM równolegle z NEW HS5. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Hongqi HS5 218 KM (poprzednia generacja)","rynek-2026/hongqi-hs5-218-km/dane.md","2026-07-31"
"2026-07-31-jac-e30x-coverage-added","jac-e30x","https://nowoczesneauta.pl/modele/jac-e30x/","2026-07-31","","availability","added","high","confirmed","Dodano JAC E30X do audytu polskiego rynku","JAC Polska zaprezentował E30X jako polską premierę i zapowiedział rozpoczęcie sprzedaży latem 2026 roku; cennik i dokładny miesiąc nie zostały opublikowane. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Zapowiedź dla Polski","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: JAC E30X","rynek-2026/jac-e30x/dane.md","2026-07-31"
"2026-07-31-jac-js6-phev-coverage-added","jac-js6-phev","https://nowoczesneauta.pl/modele/jac-js6-phev/","2026-07-31","","availability","added","high","confirmed","Dodano JAC JS6 PHEV do audytu polskiego rynku","Dyrektor sprzedaży JAC Polska potwierdził plan wprowadzenia odrębnej wersji JS6 plug-in; nie podał daty sprzedaży, ceny ani konfiguracji dla Polski. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Zapowiedź dla Polski","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: JAC JS6 PHEV","rynek-2026/jac-js6-phev/dane.md","2026-07-31"
"2026-07-31-jac-n90-coverage-added","jac-n90","https://nowoczesneauta.pl/modele/jac-n90/","2026-07-31","","availability","added","high","confirmed","Dodano JAC N90 do audytu polskiego rynku","Dyrektor zarządzający JAC Polska przedstawił N90 o DMC 9 t jako nowy element polskiego portfolio po pokazie na Poznań Motor Show 2026; termin sprzedaży i cennik nie są potwierdzone. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Zapowiedź dla Polski","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: JAC N90","rynek-2026/jac-n90/dane.md","2026-07-31"
"2026-07-31-jetour-x50-coverage-added","jetour-x50","https://nowoczesneauta.pl/modele/jetour-x50/","2026-07-31","","availability","added","high","confirmed","Dodano Jetour X50 do audytu polskiego rynku","Jetour Polska publikuje pełną polską kartę X50 i formularz zapytania, lecz brak cennika, oferty magazynowej i potwierdzenia startu regularnej sprzedaży. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Zapowiedź dla Polski","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Jetour X50","rynek-2026/jetour-x50/dane.md","2026-07-31"
"2026-07-31-leapmotor-b03x-coverage-added","leapmotor-b03x","https://nowoczesneauta.pl/modele/leapmotor-b03x/","2026-07-31","","availability","added","high","confirmed","Dodano Leapmotor B03X do audytu polskiego rynku","Oficjalny wirtualny salon Leapmotor umożliwia konfigurację i złożenie zamówienia na B03X z produkcji 2026. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Leapmotor B03X","rynek-2026/leapmotor-b03x/dane.md","2026-07-31"
"2026-07-31-leapmotor-b10-hybrid-ev-coverage-added","leapmotor-b10-hybrid-ev","https://nowoczesneauta.pl/modele/leapmotor-b10-hybrid-ev/","2026-07-31","","availability","added","high","confirmed","Dodano Leapmotor B10 Hybrid EV do audytu polskiego rynku","B10 Hybrid EV ma osobne konfiguracje Life i Design w oficjalnym polskim sklepie Leapmotor i może być zamawiany online. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Leapmotor B10 Hybrid EV","rynek-2026/leapmotor-b10-hybrid-ev/dane.md","2026-07-31"
"2026-07-31-leapmotor-c10-hybrid-ev-coverage-added","leapmotor-c10-hybrid-ev","https://nowoczesneauta.pl/modele/leapmotor-c10-hybrid-ev/","2026-07-31","","availability","added","high","confirmed","Dodano Leapmotor C10 Hybrid EV do audytu polskiego rynku","Oficjalny polski sklep Leapmotor przyjmuje konfiguracje i zamówienia na C10 Hybrid EV w wersjach Life i Design. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Oficjalna oferta w Polsce","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Leapmotor C10 Hybrid EV","rynek-2026/leapmotor-c10-hybrid-ev/dane.md","2026-07-31"
"2026-07-31-lepas-l4-coverage-added","lepas-l4","https://nowoczesneauta.pl/modele/lepas-l4/","2026-07-31","","availability","added","high","confirmed","Dodano LEPAS L4 do oficjalnych zapowiedzi Polski","Polski product manager wskazał L4 PHEV jako model dołączający przy premierze marki planowanej na jesień 2026 roku. Cena i otwarcie zamówień pozostają nieopublikowane.","LEPAS pozostawał na liście obserwacyjnej bez osobnego rekordu modelu.","Oficjalna zapowiedź dla Polski · jesień 2026","Termin zapisano jako sezon; relacjonowany przełom września i października nie jest dokładnym dniem sprzedaży.","Dossier polskiej zapowiedzi LEPAS L4","zapowiedzi-2026/lepas/l4/dane.md","2026-07-31"
"2026-07-31-lepas-l6-coverage-added","lepas-l6","https://nowoczesneauta.pl/modele/lepas-l6/","2026-07-31","","availability","added","high","confirmed","Dodano LEPAS L6 do oficjalnych zapowiedzi Polski","L6 pokazano przedpremierowo na Poznań Motor Show 2026, a debiut rynkowy marki zapowiedziano na jesień. Europejska gama obejmuje PHEV i EV, bez polskich cen.","LEPAS pozostawał na liście obserwacyjnej bez osobnego rekordu modelu.","Oficjalna zapowiedź dla Polski · jesień 2026","Pokaz targowy nie jest otwarciem zamówień; oba napędy wymagają osobnego potwierdzenia w polskim cenniku.","Dossier polskiej zapowiedzi LEPAS L6","zapowiedzi-2026/lepas/l6/dane.md","2026-07-31"
"2026-07-31-lepas-l8-coverage-added","lepas-l8","https://nowoczesneauta.pl/modele/lepas-l8/","2026-07-31","","availability","added","high","confirmed","Dodano LEPAS L8 do oficjalnych zapowiedzi Polski","Flagowy L8 PHEV pokazano w Poznaniu przed jesiennym debiutem marki. Dane producenta są referencją globalną; polski cennik i homologacja nie zostały opublikowane.","LEPAS pozostawał na liście obserwacyjnej bez osobnego rekordu modelu.","Oficjalna zapowiedź dla Polski · jesień 2026","Globalne deklaracje zasięgu nie są publikowane jako finalny WLTP dla Polski, a cel Euro NCAP nie jest wynikiem testu.","Dossier polskiej zapowiedzi LEPAS L8","zapowiedzi-2026/lepas/l8/dane.md","2026-07-31"
"2026-07-31-omoda-4-coverage-added","omoda-4","https://nowoczesneauta.pl/modele/omoda-4/","2026-07-31","","availability","added","high","confirmed","Dodano Omoda 4 do audytu polskiego rynku","OMODA & JAECOO Polska nazwała OMODA 4 nowością na polski rynek i zapowiedziała prezentację pod koniec 2026 roku; data sprzedaży i finalny napęd pozostają niepotwierdzone. Rekord dodano po przeglądzie kompletności producentów, modeli i historii rynku.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Zapowiedź dla Polski","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Omoda 4","rynek-2026/omoda-4/dane.md","2026-07-31"
"2026-07-31-brilliance-bs2-coverage-added","brilliance-bs2","https://nowoczesneauta.pl/modele/brilliance-bs2/","2026-07-31","","availability","added","medium","uncertain","Dodano Brilliance BS2 do audytu polskiego rynku","BS2 należał do europejskiego programu HSO, a ogólny plan ekspansji obejmował Polskę. Brak bezpośredniej, datowanej zapowiedzi modelu dla Polski i dowodu regularnej sprzedaży; siła dowodu pozostaje pośrednia.","Brak osobnego rekordu w centralnym katalogu rynku polskiego.","Niezrealizowany plan ekspansji obejmującej Polskę","Rekord przeszedł przegląd źródeł, statusu, ceny i zakresu danych; braki pozostają jawnie opisane.","Dossier rynku polskiego: Brilliance BS2","rynek-2026/brilliance-bs2/dane.md","2026-07-31"
